421,"He's gonna have the dumps
JESUS!"
422,Dam
423,Congrats on trending 💚💜❤️
424,let it go
425,mark no stop don’t eat the hot peppers :C
426,the jazz music is really fitting lmao
427,I support Mark for trying to better himself but I agree there needs to be a better way
428,what a guy
429,wow lol
430,Hey mark just wanted to say do maybe do this every day because u could get very sick from this
431,"Mark, honestly... No one likes seeing you in discomfort, your fans care about you so please...
*STOP THIS GODDAMN SERIES*"
432,Why do you hate yourself
433,MARKIMOO NOOOOOOOOOOOOO
434,i thought for sure he was gonna puke
435,Jazz music though
436,Still please no more ghost peppers will make you go to hospital and die and hurt yourself
437,I don't really think he wants you to hit tat like button
438,I’m confused how this is on the trending list but fuck it LETS GOO MARK!!!!
439,Wow
440,He handled it better this time
441,"BREEEEEEEEEAAAAAAAAAAAADDDDDDDDDD

EEEEEEEEEEEEEEEAAAT BREEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEAAAAAAAAAAAAAAD!!!!"
442,E
443,When I eat 1 takie I drink 4 full cups of water how can you handle that
444,*N O*
445,Like who think Markiplier is top#1 youtuber in the world
446,Stop eating these ghost peppers your going to die from it
447,When it said day two I was hoping it meant “day after”
448,Wat happened to the horror games
449,The next day can't be much better. 💩🔥.
450,E
451,Dad it's you I am you son my mom talmy about you never see youu
452,That song though and his face made me laugh
453,Hmmmmmm I think that was a sweet red pepper you just ate.
454,Maybe you should guest on Hot Ones!  :)
455,"Someone save him :,)"
456,The jazz thing got me 😂
457,Is this for charity?
458,Ahhh... Good to see Darkiplier´s cameo at the end...
459,Mark you could barely talk
460,Alexa be trolling.
461,Mark I cant believe you done this
462,.....ppft
463,the music man 😂😂😂😂😂
464,"First time on this channel, he has a great voice."
465,If you’re keeping your promises where’s the pole dancing video huh? You said you’d do it after the tour.
466,*slow raising and lowering of hand* you know what.....
467,Why did he do this
468,Man of his word.. respect mark. Pls put up a vid though.  To have a break from ghost pepper.
469,WHO WAS HERE WHEN MARKIPLIER HAD 4 MILLION SUBS OR LESS. SAY I IF UR ONE OF THEM...... I..
470,Mark...... stawwwwwwwwwppppppppppp pleeeeeaaaassseeeeee!!!!!!!!!!
471,"I looked it up and you'd have to eat like ... pounds of ghost pepper for it to damage you... and apparently in reasonable quantities it can be good for you. Obviously it HURTS but it won't actually harm you, I think."
472,Please stop this Mark. I know you want to keep the promise but you’re a human too. People need breaks.
473,I would say upload videos of you signing calendars at 11am.
474,why is this trending tf
475,#6 on trending 😱
476,*WICKED SMAHT* LOL
477,Dis boi need som milk
478,Was Mark trying to go with a romantic setting here? I'm 50/50 here with both being serious and kidding here.
479,"Why am I supporting you hurting yourself like this by watching these videos, Mark...? -_-‘"
480,Up next- Markiplier on Hot Ones?
481,Alexa's taste is as bad as the pepper
482,Why is this trending?
483,MARK I dare u to dye your beard pink! =3
484,Eats pepper. *totally inaudible speaking begins*
485,Is he okay?
486,Markimomomomomoooooooooooooooooooooooooooooooooooooooooooooooooooooooo
487,"*gagging, coughing and chocking,also breathing for air*

Markiplier: *calmly* so..."
488,also m8 its about time for episode 3!
489,its about that time mark
490,"You are the best YouTuber of my live, Markimomooo :)"
491,Markiplier did you know JT Music made rap song  adult can You react to it
492,How many of those you got?
493,Lol!! This is gonna be good..
494,He almost hit the triller dance. Lol 😂
495,Mark is gunna do it again
496,Ghost pepper day 3 soon!!!
497,Why was this live
498,are you okay?
499,He is going to be tolerant of the pepper soon....
500,"Mark: Alexa, play dramatic music
Alexa: I couldn't find any dramatic songs
Mark: Alexa, play some Awesome epic music?
Alexa: I couldn't find any awesome epic songs
Mark: *starting to lose creative ideas for dramatic music* Alexa, play some totally rad super badass Music
Alexa: Here's a play list you might like...
Mark: *happy because it worked-*
Alexa: ...Jazz for writing by Amazon Music
Mark: ( ._.)

*JustMarkProblems*"
501,lindissimo
502,"Since promises mean so much, can you promise never to go this again?"
503,Yo why are u eating that😐
504,I Dont want that i do that anymore he should stop
505,Mark plz dye ur hair blue again!!
